Team,Match Up,Game Date,Season,W/L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,ASTRatio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE
DET,DET @ OKC,02/07/2020,,L,12,126.9,120.0,6.9,33.3,1.0,11.8,40.0,66.7,54.5,15.4,63.6,64.7,102.0,48.2
TOR,TOR @ IND,02/07/2020,,W,12,112.0,92.0,20.0,72.7,1.6,23.5,11.1,73.3,50.0,20.0,68.4,68.9,100.0,65.6
HOU,HOU @ PHX,02/07/2020,,L,12,69.2,111.1,-41.9,80.0,0.67,11.8,25.0,71.4,39.1,23.1,30.0,38.3,106.0,3.1
SAC,SAC vs. MIA,02/07/2020,,W,12,104.8,95.5,9.3,75.0,0.0,22.2,0.0,58.3,29.2,0.0,52.6,53.0,86.0,54.5
BOS,BOS vs. ATL,02/07/2020,,W,12,100.0,130.8,-30.8,71.4,1.0,15.6,18.2,61.5,41.7,20.0,47.2,58.1,102.0,39.2
MIA,MIA @ SAC,02/07/2020,,L,12,95.5,104.8,-9.3,71.4,1.0,15.6,41.7,100.0,70.8,22.7,47.2,49.8,86.0,45.5
DAL,DAL @ WAS,02/07/2020,,L,12,96.2,108.0,-11.8,28.6,0.29,6.7,25.0,68.8,54.2,26.9,56.7,64.4,102.0,48.0
ATL,ATL @ BOS,02/07/2020,,L,12,130.8,100.0,30.8,54.5,2.0,16.2,38.5,81.8,58.3,11.5,56.3,62.8,102.0,60.8
POR,POR @ UTA,02/07/2020,,L,12,113.6,131.8,-18.2,50.0,0.0,16.7,26.7,43.8,35.5,0.0,50.0,50.0,88.0,42.3
PHX,PHX vs. HOU,02/07/2020,,W,12,111.1,69.2,41.9,77.8,0.78,19.4,28.6,75.0,60.9,33.3,73.3,79.1,106.0,96.9
IND,IND vs. TOR,02/07/2020,,L,12,92.0,112.0,-20.0,75.0,1.5,17.1,26.7,88.9,50.0,16.0,41.3,45.6,100.0,34.4
UTA,UTA vs. POR,02/07/2020,,W,12,131.8,113.6,18.2,41.7,1.67,13.9,56.3,73.3,64.5,13.6,50.0,51.4,88.0,57.7
WAS,WAS vs. DAL,02/07/2020,,W,12,108.0,96.2,11.8,77.8,1.75,18.9,31.3,75.0,45.8,16.0,50.0,52.2,102.0,52.0
PHI,PHI vs. MEM,02/07/2020,,W,12,78.6,146.4,-67.9,88.9,1.0,20.5,23.1,72.7,45.8,28.6,52.5,51.6,112.0,15.1
OKC,OKC vs. DET,02/07/2020,,W,12,120.0,126.9,-6.9,44.4,2.0,12.1,33.3,60.0,45.5,8.0,42.9,55.2,102.0,51.8
MEM,MEM @ PHI,02/07/2020,,L,12,146.4,78.6,67.9,75.0,4.5,22.5,27.3,76.9,54.2,7.1,56.5,68.2,112.0,84.9
HOU,HOU @ LAL,02/06/2020,,W,12,88.9,64.3,24.6,71.4,0.71,14.7,18.2,87.5,59.3,25.9,50.0,55.8,110.0,75.0
CHI,CHI vs. NOP,02/06/2020,,L,12,140.7,84.6,56.1,56.3,2.25,21.4,46.7,90.0,64.0,14.8,66.1,62.9,106.0,75.6
NYK,NYK vs. ORL,02/06/2020,,W,12,138.1,95.2,42.9,75.0,4.5,25.0,54.5,88.9,70.0,9.5,60.9,60.7,84.0,71.4
MIL,MIL vs. PHI,02/06/2020,,W,12,108.3,117.4,-9.1,40.0,2.0,13.3,16.7,71.4,46.2,8.3,55.0,56.3,94.0,49.5
LAL,LAL vs. HOU,02/06/2020,,L,12,64.3,88.9,-24.6,50.0,0.67,11.8,12.5,81.8,40.7,21.4,37.0,37.7,110.0,25.0
NOP,NOP @ CHI,02/06/2020,,W,12,84.6,140.7,-56.1,75.0,0.86,18.2,10.0,53.3,36.0,26.9,56.3,56.4,106.0,24.4
POR,POR vs. SAS,02/06/2020,,W,12,177.3,113.6,63.6,78.6,11.0,30.6,37.5,84.6,66.7,4.5,84.1,85.2,88.0,67.9
PHI,PHI @ MIL,02/06/2020,,L,12,117.4,108.3,9.1,60.0,2.0,18.2,28.6,83.3,53.8,13.0,56.5,55.5,94.0,50.5
SAS,SAS @ POR,02/06/2020,,L,12,113.6,177.3,-63.6,62.5,0.0,17.2,15.4,62.5,33.3,0.0,42.5,52.2,88.0,32.1
ORL,ORL @ NYK,02/06/2020,,L,12,95.2,138.1,-42.9,50.0,0.75,12.0,11.1,45.5,30.0,19.0,46.7,56.7,84.0,28.6
TOR,TOR vs. IND,02/05/2020,,W,12,148.0,133.3,14.7,69.2,4.5,24.3,33.3,77.8,55.6,8.0,65.9,71.3,98.0,58.5
IND,IND @ TOR,02/05/2020,,L,12,133.3,148.0,-14.7,77.8,1.75,21.2,22.2,66.7,44.4,16.7,66.7,74.3,98.0,41.5
ORL,ORL @ BOS,02/05/2020,,L,12,90.9,126.1,-35.2,66.7,1.0,12.5,37.5,77.8,52.0,18.2,36.4,42.1,90.0,29.0
PHX,PHX @ DET,02/05/2020,,L,12,91.7,112.5,-20.8,55.6,1.0,16.7,11.1,53.8,36.4,20.8,55.6,58.3,96.0,40.6
GSW,GSW @ BKN,02/05/2020,,L,12,92.3,136.0,-43.7,70.0,1.75,19.4,26.7,61.5,42.9,15.4,45.8,46.6,102.0,30.1
DAL,DAL vs. MEM,02/05/2020,,L,12,120.8,91.3,29.5,70.0,7.0,21.9,7.7,72.7,37.5,4.2,61.4,62.2,94.0,55.6
DET,DET vs. PHX,02/05/2020,,W,12,112.5,91.7,20.8,72.7,1.6,21.1,46.2,88.9,63.6,20.8,52.1,54.3,96.0,59.4
MIN,MIN vs. ATL,02/05/2020,,L,12,159.3,110.7,48.5,64.3,9.0,23.7,16.7,100.0,52.4,3.7,68.8,72.3,110.0,64.1
DEN,DEN @ UTA,02/05/2020,,W,12,100.0,74.1,25.9,55.6,2.5,14.3,23.5,81.8,46.4,7.7,43.2,47.7,106.0,66.7
BKN,BKN vs. GSW,02/05/2020,,W,12,136.0,92.3,43.7,66.7,5.0,25.0,38.5,73.3,57.1,8.0,60.7,60.7,102.0,69.9
CLE,CLE @ OKC,02/05/2020,,L,12,88.0,96.2,-8.2,77.8,1.75,20.6,13.3,85.7,48.3,16.0,45.7,46.1,102.0,45.1
BOS,BOS vs. ORL,02/05/2020,,W,12,126.1,90.9,35.2,45.5,1.67,16.7,22.2,62.5,48.0,13.0,67.5,69.4,90.0,71.0
OKC,OKC vs. CLE,02/05/2020,,W,12,96.2,88.0,8.2,42.9,1.0,9.7,14.3,86.7,51.7,11.5,42.1,51.5,102.0,54.9
ATL,ATL @ MIN,02/05/2020,,W,12,110.7,159.3,-48.5,54.5,1.2,17.6,0.0,83.3,47.6,17.9,67.5,71.2,110.0,35.9
