Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,Court
BKN,BKN vs. SAC,2019-11-22,W,12,30,10,17,58.8,2,5,40.0,8,11,72.7,3,9,12,3,7,2,1,7,3,1
ATL,ATL @ DET,2019-11-22,L,12,19,7,24,29.2,2,11,18.2,3,3,100.0,4,6,10,6,7,4,1,3,-2,0
POR,POR @ MIL,2019-11-21,L,12,31,13,26,50.0,2,9,22.2,3,4,75.0,2,12,14,7,2,0,2,6,1,0
PHX,PHX vs. NOP,2019-11-21,L,12,27,10,21,47.6,1,5,20.0,6,6,100.0,1,6,7,5,2,5,1,4,-2,1
NOP,NOP @ PHX,2019-11-21,W,12,29,12,20,60.0,4,8,50.0,1,3,33.3,1,10,11,9,6,1,2,6,2,0
MIL,MIL vs. POR,2019-11-21,W,12,30,11,27,40.7,4,13,30.8,4,5,80.0,4,10,14,8,3,2,1,8,-1,1
WAS,WAS vs. SAS,2019-11-20,W,12,37,13,20,65.0,5,7,71.4,6,6,100.0,1,9,10,10,6,2,1,8,3,1
UTA,UTA @ MIN,2019-11-20,W,12,30,10,24,41.7,7,11,63.6,3,3,100.0,1,10,11,8,1,1,1,5,3,0
TOR,TOR vs. ORL,2019-11-20,W,12,34,13,28,46.4,1,6,16.7,7,9,77.8,7,9,16,8,2,1,0,5,5,1
SAS,SAS @ WAS,2019-11-20,L,12,34,12,22,54.5,3,8,37.5,7,11,63.6,3,6,9,10,4,1,0,4,-3,0
PHI,PHI vs. NYK,2019-11-20,W,12,35,11,21,52.4,4,9,44.4,9,13,69.2,3,9,12,7,3,1,1,7,10,1
ORL,ORL @ TOR,2019-11-20,L,12,29,11,20,55.0,2,6,33.3,5,8,62.5,0,7,7,9,2,1,2,7,-5,0
NYK,NYK @ PHI,2019-11-20,L,12,25,8,20,40.0,4,8,50.0,5,8,62.5,3,7,10,5,5,2,1,11,-10,0
MIN,MIN vs. UTA,2019-11-20,L,12,27,10,23,43.5,5,16,31.3,2,4,50.0,2,11,13,4,2,1,4,5,-3,1
MIL,MIL @ ATL,2019-11-20,W,12,39,13,21,61.9,7,10,70.0,6,11,54.5,3,8,11,7,7,0,1,11,-5,0
MIA,MIA vs. CLE,2019-11-20,W,12,25,7,21,33.3,6,15,40.0,5,5,100.0,5,9,14,4,4,2,0,2,2,1
LAC,LAC vs. BOS,2019-11-20,W,12,28,10,23,43.5,5,14,35.7,3,4,75.0,3,7,10,8,3,5,1,4,6,1
HOU,HOU @ DEN,2019-11-20,L,12,22,6,17,35.3,4,12,33.3,6,9,66.7,1,9,10,4,6,4,0,7,-1,0
GSW,GSW @ DAL,2019-11-20,L,12,30,12,25,48.0,3,7,42.9,3,4,75.0,3,6,9,6,1,1,2,1,-8,0
DET,DET @ CHI,2019-11-20,L,12,18,5,16,31.3,1,8,12.5,7,10,70.0,3,8,11,3,5,1,2,6,-7,0
DEN,DEN vs. HOU,2019-11-20,W,12,23,10,24,41.7,1,6,16.7,2,6,33.3,4,10,14,8,8,4,1,8,1,1
DAL,DAL vs. GSW,2019-11-20,W,12,38,14,21,66.7,8,9,88.9,2,2,100.0,0,10,10,9,2,1,4,3,8,1
CLE,CLE @ MIA,2019-11-20,L,12,23,10,21,47.6,3,10,30.0,0,0,0.0,0,9,9,5,3,2,0,4,-2,0
CHI,CHI vs. DET,2019-11-20,W,12,25,9,22,40.9,3,6,50.0,4,9,44.4,3,8,11,5,2,4,1,6,7,1
CHA,CHA @ BKN,2019-11-20,L,12,18,5,20,25.0,2,9,22.2,6,6,100.0,2,6,8,3,3,3,2,7,-1,0
BOS,BOS @ LAC,2019-11-20,L,12,22,9,22,40.9,4,12,33.3,0,0,0.0,5,7,12,6,6,1,0,6,-6,0
BKN,BKN vs. CHA,2019-11-20,W,12,19,5,18,27.8,2,8,25.0,7,8,87.5,4,11,15,2,6,2,1,3,1,1
ATL,ATL vs. MIL,2019-11-20,L,12,44,13,23,56.5,4,9,44.4,14,18,77.8,2,7,9,7,2,5,0,9,5,1
SAC,SAC vs. PHX,2019-11-19,W,12,33,10,19,52.6,4,9,44.4,9,10,90.0,1,8,9,7,5,3,5,8,-8,1
POR,POR @ NOP,2019-11-19,L,12,25,10,24,41.7,5,9,55.6,0,0,0.0,4,8,12,5,5,2,0,5,-2,0
PHX,PHX @ SAC,2019-11-19,L,12,41,13,24,54.2,7,12,58.3,8,9,88.9,3,6,9,7,4,3,0,8,8,0
OKC,OKC @ LAL,2019-11-19,L,12,20,6,16,37.5,1,5,20.0,7,7,100.0,1,8,9,5,3,2,1,5,1,0
NOP,NOP vs. POR,2019-11-19,W,12,27,11,22,50.0,2,8,25.0,3,4,75.0,3,8,11,7,3,3,1,3,2,1
MEM,MEM vs. GSW,2019-11-19,L,12,23,8,19,42.1,3,7,42.9,4,5,80.0,1,5,6,6,4,2,1,7,-8,1
LAL,LAL vs. OKC,2019-11-19,W,12,19,8,23,34.8,3,8,37.5,0,2,0.0,6,9,15,3,3,0,2,7,-1,1
GSW,GSW @ MEM,2019-11-19,W,12,31,11,19,57.9,4,8,50.0,5,7,71.4,3,7,10,7,5,1,2,6,8,0
UTA,UTA vs. MIN,2019-11-18,L,12,24,7,26,26.9,1,8,12.5,9,11,81.8,5,5,10,2,1,1,0,9,-12,1
TOR,TOR vs. CHA,2019-11-18,W,12,40,14,24,58.3,8,10,80.0,4,5,80.0,5,11,16,11,3,3,0,9,18,1
SAS,SAS @ DAL,2019-11-18,L,12,31,12,27,44.4,4,11,36.4,3,3,100.0,6,9,15,4,3,2,1,6,7,0
POR,POR @ HOU,2019-11-18,L,12,32,11,27,40.7,3,9,33.3,7,11,63.6,6,6,12,5,4,3,1,6,-1,0
PHX,PHX vs. BOS,2019-11-18,L,12,20,8,20,40.0,4,11,36.4,0,0,0.0,4,12,16,6,7,1,3,1,1,1
OKC,OKC @ LAC,2019-11-18,L,12,24,8,18,44.4,2,7,28.6,6,6,100.0,3,9,12,6,3,2,1,6,0,0
NYK,NYK vs. CLE,2019-11-18,W,12,29,11,23,47.8,0,4,0.0,7,8,87.5,3,9,12,1,2,1,2,7,-5,1
MIN,MIN @ UTA,2019-11-18,W,12,36,11,16,68.8,4,7,57.1,10,12,83.3,0,14,14,7,3,1,2,7,12,0
MIL,MIL @ CHI,2019-11-18,W,12,31,10,19,52.6,2,7,28.6,9,12,75.0,3,9,12,4,3,2,3,6,11,0
LAC,LAC vs. OKC,2019-11-18,W,12,24,10,23,43.5,3,8,37.5,1,3,33.3,5,7,12,8,4,2,1,6,0,1
IND,IND @ BKN,2019-11-18,W,12,31,12,22,54.5,3,8,37.5,4,6,66.7,3,11,14,6,3,1,1,4,13,0
HOU,HOU vs. POR,2019-11-18,W,12,33,11,22,50.0,4,12,33.3,7,8,87.5,3,9,12,8,6,2,4,8,1,1
DAL,DAL vs. SAS,2019-11-18,W,12,24,8,19,42.1,1,7,14.3,7,10,70.0,3,8,11,3,5,2,2,5,-7,1
CLE,CLE @ NYK,2019-11-18,L,12,34,12,22,54.5,6,13,46.2,4,6,66.7,2,7,9,3,3,1,0,6,5,0
CHI,CHI vs. MIL,2019-11-18,L,12,20,7,24,29.2,4,10,40.0,2,2,100.0,5,8,13,6,3,1,0,10,-11,1
CHA,CHA @ TOR,2019-11-18,L,12,22,7,19,36.8,3,13,23.1,5,8,62.5,2,6,8,6,4,2,2,6,-18,0
BOS,BOS @ PHX,2019-11-18,W,12,19,8,22,36.4,3,10,30.0,0,0,0.0,1,8,9,5,1,6,1,4,-1,0
BKN,BKN vs. IND,2019-11-18,L,12,18,7,19,36.8,2,10,20.0,2,4,50.0,1,7,8,4,4,0,2,6,-13,1
WAS,WAS @ ORL,2019-11-17,L,12,44,16,23,69.6,10,15,66.7,2,2,100.0,1,6,7,11,2,2,0,9,7,0
SAC,SAC vs. BOS,2019-11-17,W,12,29,11,23,47.8,4,9,44.4,3,4,75.0,6,8,14,4,3,0,2,6,5,1
PHI,PHI @ CLE,2019-11-17,W,12,19,8,20,40.0,2,7,28.6,1,1,100.0,1,9,10,5,5,0,4,5,-7,0
ORL,ORL vs. WAS,2019-11-17,W,12,37,10,20,50.0,4,7,57.1,13,14,92.9,4,6,10,4,3,1,0,3,-7,1
NOP,NOP vs. GSW,2019-11-17,W,12,32,11,18,61.1,3,7,42.9,7,9,77.8,1,9,10,6,4,0,2,5,1,1
MEM,MEM vs. DEN,2019-11-17,L,12,34,12,21,57.1,5,10,50.0,5,6,83.3,1,11,12,10,2,1,1,5,11,1
LAL,LAL vs. ATL,2019-11-17,W,12,26,9,20,45.0,5,12,41.7,3,4,75.0,2,7,9,7,5,2,1,5,2,1
GSW,GSW @ NOP,2019-11-17,L,12,31,12,24,50.0,1,6,16.7,6,6,100.0,0,7,7,5,1,2,0,6,-1,0
DEN,DEN @ MEM,2019-11-17,W,12,23,8,18,44.4,4,6,66.7,3,6,50.0,2,6,8,7,6,0,2,8,-11,0
CLE,CLE vs. PHI,2019-11-17,L,12,26,10,25,40.0,2,8,25.0,4,4,100.0,3,10,13,5,1,4,1,3,7,1
BOS,BOS @ SAC,2019-11-17,L,12,24,8,22,36.4,2,5,40.0,6,7,85.7,3,6,9,5,0,1,1,5,-5,0
ATL,ATL @ LAL,2019-11-17,L,12,24,9,19,47.4,2,6,33.3,4,5,80.0,1,8,9,3,5,1,1,5,-2,0
TOR,TOR @ DAL,2019-11-16,L,12,25,9,22,40.9,5,10,50.0,2,3,66.7,2,10,12,7,6,2,0,7,-7,0
SAS,SAS vs. POR,2019-11-16,L,12,20,7,21,33.3,1,4,25.0,5,7,71.4,1,8,9,4,4,3,3,8,-11,1
POR,POR @ SAS,2019-11-16,W,12,31,10,28,35.7,0,5,0.0,11,12,91.7,7,13,20,3,3,2,2,4,11,0
NYK,NYK vs. CHA,2019-11-16,L,12,26,9,19,47.4,1,4,25.0,7,8,87.5,2,6,8,5,1,2,0,4,-2,1
NOP,NOP @ MIA,2019-11-16,L,12,29,10,20,50.0,8,12,66.7,1,2,50.0,0,4,4,8,2,2,1,3,-2,0
MIN,MIN vs. HOU,2019-11-16,L,12,20,7,17,41.2,2,8,25.0,4,6,66.7,3,6,9,2,8,3,1,5,-12,1
MIL,MIL @ IND,2019-11-16,W,12,31,12,25,48.0,5,12,41.7,2,2,100.0,3,12,15,8,1,1,1,3,11,0
MIA,MIA vs. NOP,2019-11-16,W,12,31,14,20,70.0,3,6,50.0,0,0,0.0,1,9,10,7,5,2,1,2,2,1
LAC,LAC vs. ATL,2019-11-16,W,12,38,13,21,61.9,9,12,75.0,3,4,75.0,2,11,13,9,5,3,2,8,19,1
IND,IND vs. MIL,2019-11-16,L,12,20,8,27,29.6,2,7,28.6,2,3,66.7,7,9,16,4,2,0,1,2,-11,1
HOU,HOU @ MIN,2019-11-16,W,12,32,12,21,57.1,5,12,41.7,3,3,100.0,2,7,9,4,4,2,3,5,12,0
DAL,DAL vs. TOR,2019-11-16,W,12,32,8,19,42.1,1,8,12.5,15,16,93.8,2,12,14,4,2,3,1,5,7,1
CHI,CHI vs. BKN,2019-11-16,L,12,33,11,25,44.0,4,12,33.3,7,7,100.0,5,6,11,4,5,1,0,13,-10,1
CHA,CHA @ NYK,2019-11-16,W,12,28,10,17,58.8,3,8,37.5,5,5,100.0,1,7,8,6,3,1,0,6,2,0
BKN,BKN @ CHI,2019-11-16,W,12,43,11,18,61.1,2,7,28.6,19,21,90.5,3,6,9,6,3,2,3,6,10,0
ATL,ATL @ LAC,2019-11-16,L,12,19,5,20,25.0,1,5,20.0,8,12,66.7,5,5,10,1,3,1,2,5,-19,0
WAS,WAS @ MIN,2019-11-15,W,12,35,14,26,53.8,3,9,33.3,4,4,100.0,4,13,17,12,2,2,1,6,11,0
UTA,UTA @ MEM,2019-11-15,L,12,27,8,20,40.0,2,6,33.3,9,11,81.8,2,8,10,3,3,0,2,6,-3,0
SAS,SAS @ ORL,2019-11-15,L,12,27,11,23,47.8,5,8,62.5,0,0,0.0,3,7,10,7,2,1,1,7,-5,0
SAC,SAC @ LAL,2019-11-15,L,12,26,9,19,47.4,1,7,14.3,7,7,100.0,2,5,7,4,4,1,0,4,1,0
PHI,PHI @ OKC,2019-11-15,L,12,24,7,15,46.7,2,5,40.0,8,10,80.0,1,6,7,3,4,0,0,10,-3,0
ORL,ORL vs. SAS,2019-11-15,W,12,32,10,19,52.6,4,8,50.0,8,11,72.7,2,8,10,5,2,1,2,2,5,1
OKC,OKC vs. PHI,2019-11-15,W,12,27,8,16,50.0,1,3,33.3,10,11,90.9,0,7,7,3,1,0,0,7,3,1
MIN,MIN vs. WAS,2019-11-15,L,12,24,7,20,35.0,3,11,27.3,7,10,70.0,1,7,8,5,3,0,1,2,-11,1
MEM,MEM vs. UTA,2019-11-15,W,12,30,12,24,50.0,2,8,25.0,4,6,66.7,2,8,10,7,0,2,1,6,3,1
LAL,LAL vs. SAC,2019-11-15,W,12,25,10,20,50.0,3,8,37.5,2,2,100.0,1,5,6,5,2,3,3,8,-1,1
IND,IND @ HOU,2019-11-15,L,12,23,9,20,45.0,2,8,25.0,3,5,60.0,2,6,8,5,4,0,0,9,-8,0
HOU,HOU vs. IND,2019-11-15,W,12,31,8,20,40.0,3,10,30.0,12,14,85.7,3,8,11,1,0,2,0,5,8,1
GSW,GSW vs. BOS,2019-11-15,L,12,29,9,22,40.9,1,8,12.5,10,13,76.9,6,9,15,1,4,1,1,7,0,1
DET,DET @ CHA,2019-11-15,L,12,23,8,17,47.1,5,10,50.0,2,2,100.0,3,6,9,6,5,0,0,4,-3,0
CHA,CHA vs. DET,2019-11-15,W,12,26,11,24,45.8,4,11,36.4,0,0,0.0,6,6,12,4,2,2,0,5,3,1
BOS,BOS @ GSW,2019-11-15,W,12,29,10,22,45.5,4,7,57.1,5,8,62.5,4,6,10,6,4,2,1,8,0,0
PHX,PHX vs. ATL,2019-11-14,W,12,24,7,19,36.8,2,10,20.0,8,9,88.9,2,9,11,7,5,2,1,5,2,1
NYK,NYK vs. DAL,2019-11-14,W,12,19,7,23,30.4,2,7,28.6,3,4,75.0,3,10,13,2,3,2,0,4,3,1
NOP,NOP vs. LAC,2019-11-14,W,12,36,12,26,46.2,5,9,55.6,7,10,70.0,5,7,12,7,2,6,1,6,6,1
MIL,MIL vs. CHI,2019-11-14,W,12,27,8,19,42.1,1,6,16.7,10,14,71.4,6,11,17,2,7,3,0,9,-2,1
MIA,MIA @ CLE,2019-11-14,W,12,14,5,18,27.8,1,6,16.7,3,4,75.0,1,10,11,3,7,5,3,3,-9,0
LAC,LAC @ NOP,2019-11-14,L,12,30,11,18,61.1,2,4,50.0,6,9,66.7,2,7,9,7,6,1,2,6,-6,0
DEN,DEN vs. BKN,2019-11-14,W,12,22,10,22,45.5,1,7,14.3,1,4,25.0,4,15,19,5,2,0,1,3,8,1
DAL,DAL @ NYK,2019-11-14,L,12,16,7,21,33.3,1,9,11.1,1,2,50.0,3,9,12,4,4,0,3,5,-3,0
CLE,CLE vs. MIA,2019-11-14,L,12,23,9,21,42.9,3,10,30.0,2,3,66.7,2,12,14,7,5,5,1,5,9,1
CHI,CHI @ MIL,2019-11-14,L,12,29,7,21,33.3,4,11,36.4,11,13,84.6,2,7,9,5,4,6,0,8,2,0
BKN,BKN @ DEN,2019-11-14,L,12,14,6,25,24.0,0,10,0.0,2,2,100.0,3,9,12,2,1,1,0,5,-8,0
ATL,ATL @ PHX,2019-11-14,L,12,22,8,23,34.8,2,9,22.2,4,4,100.0,3,9,12,4,5,2,0,7,-2,0
WAS,WAS @ BOS,2019-11-13,L,12,37,11,22,50.0,2,6,33.3,13,17,76.5,4,7,11,5,3,0,3,7,-1,0
TOR,TOR @ POR,2019-11-13,W,12,27,12,20,60.0,2,6,33.3,1,1,100.0,2,8,10,9,6,1,2,6,-1,0
SAS,SAS @ MIN,2019-11-13,L,12,19,7,18,38.9,0,5,0.0,5,8,62.5,2,8,10,5,3,1,1,6,-4,0
POR,POR vs. TOR,2019-11-13,L,12,28,10,22,45.5,5,12,41.7,3,4,75.0,0,6,6,6,4,1,0,2,1,1
PHI,PHI @ ORL,2019-11-13,L,12,15,6,19,31.6,1,7,14.3,2,3,66.7,3,9,12,4,7,0,1,7,-17,0
ORL,ORL vs. PHI,2019-11-13,W,12,32,13,24,54.2,2,7,28.6,4,5,80.0,3,10,13,8,0,2,1,5,17,1
MIN,MIN vs. SAS,2019-11-13,W,12,23,8,21,38.1,0,10,0.0,7,9,77.8,4,11,15,3,3,3,0,8,4,1
MEM,MEM @ CHA,2019-11-13,W,12,25,10,19,52.6,3,6,50.0,2,2,100.0,1,11,12,7,6,2,4,3,4,0
LAL,LAL vs. GSW,2019-11-13,W,12,22,8,21,38.1,1,5,20.0,5,6,83.3,4,11,15,4,3,4,3,3,10,1
LAC,LAC @ HOU,2019-11-13,L,12,25,9,22,40.9,4,11,36.4,3,4,75.0,4,12,16,3,4,0,0,6,-3,0
HOU,HOU vs. LAC,2019-11-13,W,12,28,7,21,33.3,4,12,33.3,10,11,90.9,2,9,11,2,1,3,0,3,3,1
GSW,GSW @ LAL,2019-11-13,L,12,12,5,24,20.8,2,11,18.2,0,0,0.0,5,9,14,4,6,1,2,4,-10,0
CHA,CHA vs. MEM,2019-11-13,L,12,21,9,24,37.5,3,9,33.3,0,0,0.0,1,7,8,6,2,0,2,3,-4,1
BOS,BOS vs. WAS,2019-11-13,W,12,38,12,27,44.4,4,9,44.4,10,11,90.9,3,7,10,6,1,1,1,12,1,1
UTA,UTA vs. BKN,2019-11-12,W,12,35,13,24,54.2,3,7,42.9,6,7,85.7,3,12,15,5,1,1,2,1,13,1
SAC,SAC vs. POR,2019-11-12,W,12,26,9,18,50.0,5,8,62.5,3,4,75.0,2,9,11,7,4,0,0,9,-3,1
POR,POR @ SAC,2019-11-12,L,12,29,8,18,44.4,2,8,25.0,11,16,68.8,4,7,11,4,1,0,0,5,3,0
PHX,PHX vs. LAL,2019-11-12,L,12,23,7,24,29.2,3,12,25.0,6,7,85.7,3,10,13,6,3,3,2,9,-5,1
PHI,PHI vs. CLE,2019-11-12,W,12,16,8,22,36.4,0,9,0.0,0,0,0.0,5,7,12,4,4,2,1,4,-3,1
OKC,OKC @ IND,2019-11-12,L,12,23,8,19,42.1,5,7,71.4,2,4,50.0,2,9,11,6,6,1,1,6,-2,0
NYK,NYK @ CHI,2019-11-12,L,12,17,5,18,27.8,2,11,18.2,5,10,50.0,3,6,9,3,5,1,0,7,-18,0
MIA,MIA vs. DET,2019-11-12,W,12,25,6,13,46.2,1,5,20.0,12,15,80.0,0,6,6,6,5,1,0,11,-11,1
LAL,LAL @ PHX,2019-11-12,W,12,28,10,25,40.0,5,11,45.5,3,8,37.5,4,13,17,7,4,0,1,8,5,0
IND,IND vs. OKC,2019-11-12,W,12,25,11,22,50.0,1,8,12.5,2,3,66.7,2,8,10,6,3,1,2,3,2,1
DET,DET @ MIA,2019-11-12,L,12,36,10,18,55.6,3,9,33.3,13,17,76.5,2,7,9,8,4,1,1,11,11,0
DEN,DEN vs. ATL,2019-11-12,L,12,32,11,31,35.5,2,14,14.3,8,9,88.9,8,9,17,8,0,0,3,10,5,1
CLE,CLE @ PHI,2019-11-12,L,12,19,8,20,40.0,1,6,16.7,2,2,100.0,2,7,9,2,5,4,0,2,3,0
CHI,CHI vs. NYK,2019-11-12,W,12,35,12,22,54.5,7,11,63.6,4,6,66.7,2,10,12,7,3,3,0,8,18,1
BKN,BKN @ UTA,2019-11-12,L,12,22,9,26,34.6,3,10,30.0,1,2,50.0,4,8,12,4,4,1,2,7,-13,0
ATL,ATL @ DEN,2019-11-12,W,12,27,6,18,33.3,2,8,25.0,13,18,72.2,3,10,13,2,4,0,1,8,-5,0
UTA,UTA @ GSW,2019-11-11,W,12,25,7,21,33.3,1,8,12.5,10,12,83.3,2,10,12,6,2,1,1,6,2,0
TOR,TOR @ LAC,2019-11-11,L,12,10,4,24,16.7,1,7,14.3,1,4,25.0,3,5,8,2,3,2,2,6,-15,0
SAS,SAS vs. MEM,2019-11-11,L,12,29,11,21,52.4,4,10,40.0,3,5,60.0,1,10,11,11,3,1,1,6,7,1
NOP,NOP vs. HOU,2019-11-11,L,12,34,11,25,44.0,4,14,28.6,8,8,100.0,2,11,13,7,1,2,0,8,2,1
MIN,MIN @ DET,2019-11-11,W,12,28,11,21,52.4,3,6,50.0,3,5,60.0,3,9,12,7,5,2,2,5,-5,0
MEM,MEM @ SAS,2019-11-11,W,12,22,7,20,35.0,2,9,22.2,6,8,75.0,3,8,11,6,3,3,1,4,-7,0
LAC,LAC vs. TOR,2019-11-11,W,12,25,8,21,38.1,1,6,16.7,8,11,72.7,7,17,24,7,5,2,4,4,15,1
HOU,HOU @ NOP,2019-11-11,W,12,32,11,19,57.9,4,9,44.4,6,12,50.0,0,12,12,4,3,1,2,7,-2,0
GSW,GSW vs. UTA,2019-11-11,L,12,23,8,20,40.0,1,6,16.7,6,8,75.0,2,10,12,4,2,2,2,9,-2,1
DET,DET vs. MIN,2019-11-11,L,12,33,11,23,47.8,6,11,54.5,5,7,71.4,2,7,9,10,4,4,2,4,5,1
DAL,DAL @ BOS,2019-11-11,L,12,27,10,20,50.0,1,7,14.3,6,12,50.0,3,8,11,4,1,0,2,9,-5,0
BOS,BOS vs. DAL,2019-11-11,W,12,32,10,22,45.5,5,8,62.5,7,10,70.0,1,8,9,4,0,0,2,10,5,1
TOR,TOR @ LAL,2019-11-10,W,12,35,13,23,56.5,2,5,40.0,7,10,70.0,4,11,15,8,4,0,4,6,9,0
POR,POR vs. ATL,2019-11-10,W,12,32,10,17,58.8,1,6,16.7,11,14,78.6,1,7,8,1,3,2,4,3,0,1
PHX,PHX vs. BKN,2019-11-10,W,12,32,12,25,48.0,3,8,37.5,5,6,83.3,2,9,11,11,1,3,3,3,0,1
PHI,PHI vs. CHA,2019-11-10,W,12,26,9,17,52.9,2,6,33.3,6,9,66.7,2,9,11,5,6,4,2,3,1,1
ORL,ORL vs. IND,2019-11-10,L,12,25,10,26,38.5,3,13,23.1,2,2,100.0,1,9,10,6,1,0,3,3,-3,1
OKC,OKC vs. MIL,2019-11-10,L,12,39,14,22,63.6,6,9,66.7,5,9,55.6,0,7,7,8,5,3,0,7,5,1
NYK,NYK vs. CLE,2019-11-10,L,12,24,9,21,42.9,4,8,50.0,2,3,66.7,4,7,11,6,5,2,2,9,-6,1
MIN,MIN vs. DEN,2019-11-10,L,12,26,7,19,36.8,2,7,28.6,10,14,71.4,3,8,11,5,3,3,1,5,12,1
MIL,MIL @ OKC,2019-11-10,W,12,34,11,20,55.0,3,8,37.5,9,9,100.0,2,10,12,4,9,3,1,8,-5,0
LAL,LAL vs. TOR,2019-11-10,L,12,26,8,24,33.3,3,10,30.0,7,10,70.0,4,6,10,6,1,1,2,7,-9,1
IND,IND @ ORL,2019-11-10,W,12,28,12,22,54.5,1,5,20.0,3,4,75.0,1,13,14,8,0,0,1,3,3,0
DEN,DEN @ MIN,2019-11-10,W,12,14,5,17,29.4,3,5,60.0,1,1,100.0,3,10,13,5,10,0,1,12,-12,0
CLE,CLE @ NYK,2019-11-10,W,12,30,9,19,47.4,0,4,0.0,12,14,85.7,2,9,11,5,2,2,0,2,6,0
CHA,CHA @ PHI,2019-11-10,L,12,25,8,19,42.1,6,10,60.0,3,4,75.0,1,7,8,4,4,2,0,7,-1,0
BKN,BKN @ PHX,2019-11-10,L,12,32,13,25,52.0,2,10,20.0,4,4,100.0,1,11,12,8,4,1,1,5,0,0
ATL,ATL @ POR,2019-11-10,L,12,32,13,27,48.1,5,11,45.5,1,1,100.0,5,5,10,3,3,2,0,9,0,0
SAS,SAS vs. BOS,2019-11-09,L,12,24,9,31,29.0,1,9,11.1,5,9,55.6,11,8,19,6,2,0,3,4,-7,1
OKC,OKC vs. GSW,2019-11-09,W,12,30,11,16,68.8,2,3,66.7,6,6,100.0,1,9,10,6,7,4,1,7,6,1
NOP,NOP @ CHA,2019-11-09,W,12,34,12,23,52.2,4,7,57.1,6,6,100.0,5,12,17,9,4,0,0,7,10,0
MEM,MEM vs. DAL,2019-11-09,L,12,31,14,24,58.3,3,6,50.0,0,0,0.0,2,8,10,10,6,3,1,7,-3,1
HOU,HOU @ CHI,2019-11-09,W,12,31,12,21,57.1,4,10,40.0,3,4,75.0,3,10,13,6,6,2,2,6,4,0
GSW,GSW @ OKC,2019-11-09,L,12,24,9,19,47.4,1,5,20.0,5,5,100.0,1,3,4,7,5,3,2,6,-6,0
DAL,DAL @ MEM,2019-11-09,W,12,34,15,26,57.7,3,8,37.5,1,3,33.3,4,8,12,8,5,2,2,1,3,0
CHI,CHI vs. HOU,2019-11-09,L,12,27,11,26,42.3,1,6,16.7,4,5,80.0,4,6,10,6,3,2,1,4,-4,1
CHA,CHA vs. NOP,2019-11-09,L,12,24,8,25,32.0,2,13,15.4,6,8,75.0,5,6,11,5,1,3,1,5,-10,1
BOS,BOS @ SAS,2019-11-09,W,12,31,11,21,52.4,3,7,42.9,6,6,100.0,1,11,12,7,2,2,3,7,7,0
WAS,WAS vs. CLE,2019-11-08,L,12,16,8,21,38.1,0,8,0.0,0,1,0.0,2,6,8,5,4,0,2,5,-9,1
UTA,UTA vs. MIL,2019-11-08,W,12,22,7,19,36.8,2,6,33.3,6,12,50.0,3,11,14,4,5,0,0,5,-4,1
TOR,TOR @ NOP,2019-11-08,W,12,25,7,19,36.8,2,9,22.2,9,12,75.0,2,11,13,3,5,2,1,9,-4,0
SAC,SAC @ ATL,2019-11-08,W,12,30,9,15,60.0,7,9,77.8,5,5,100.0,0,5,5,7,5,2,0,4,4,0
POR,POR vs. BKN,2019-11-08,L,12,29,11,24,45.8,2,7,28.6,5,5,100.0,2,8,10,4,1,1,3,7,-1,1
PHI,PHI @ DEN,2019-11-08,L,12,13,5,21,23.8,1,8,12.5,2,4,50.0,3,7,10,4,6,2,3,5,-22,0
ORL,ORL vs. MEM,2019-11-08,W,12,34,13,25,52.0,2,6,33.3,6,7,85.7,6,15,21,8,0,3,2,3,26,1
NYK,NYK @ DAL,2019-11-08,W,12,22,6,19,31.6,2,5,40.0,8,13,61.5,4,12,16,2,3,2,2,5,0,0
NOP,NOP vs. TOR,2019-11-08,L,12,29,12,23,52.2,2,7,28.6,3,6,50.0,2,11,13,6,2,0,2,9,4,1
MIN,MIN vs. GSW,2019-11-08,W,12,30,10,27,37.0,2,10,20.0,8,9,88.9,3,9,12,5,3,4,3,5,6,1
MIL,MIL @ UTA,2019-11-08,L,12,26,10,27,37.0,2,5,40.0,4,6,66.7,8,9,17,1,4,4,2,10,4,0
MIA,MIA @ LAL,2019-11-08,L,12,14,4,19,21.1,2,10,20.0,4,6,66.7,4,8,12,3,4,2,0,3,-3,0
MEM,MEM @ ORL,2019-11-08,L,12,8,3,23,13.0,2,9,22.2,0,0,0.0,2,5,7,2,4,0,0,5,-26,0
LAL,LAL vs. MIA,2019-11-08,W,12,17,7,17,41.2,3,5,60.0,0,0,0.0,1,9,10,5,6,1,2,7,3,1
IND,IND vs. DET,2019-11-08,W,12,27,10,18,55.6,1,3,33.3,6,6,100.0,2,7,9,3,4,2,1,4,-7,1
GSW,GSW @ MIN,2019-11-08,L,12,24,10,23,43.5,2,6,33.3,2,2,100.0,3,8,11,2,8,0,4,8,-6,0
DET,DET @ IND,2019-11-08,L,12,34,11,21,52.4,6,11,54.5,6,6,100.0,2,6,8,8,4,0,0,5,7,0
DEN,DEN vs. PHI,2019-11-08,W,12,35,14,23,60.9,5,7,71.4,2,2,100.0,2,9,11,11,2,3,3,4,22,1
